protein_row_id,structure_unique_sequence_id,flexibility_loop_count_total,flexibility_loop_count_primary,flexibility_loop_count_with_dssp,flexibility_loop_count_with_getcontact,flexibility_loop_count_with_itsflex,flexibility_loop_count_with_colabfold,flexibility_avg_rsa_mean,flexibility_avg_rsa_median,flexibility_constraint_score_mean,flexibility_constraint_score_median,flexibility_itsflex_score_mean,flexibility_itsflex_score_median,flexibility_dynamic_score_mean,flexibility_dynamic_score_median,flexibility_consensus_rigid_count,flexibility_consensus_intermediate_count,flexibility_consensus_flexible_count,flexibility_conflict_loop_count,flexibility_summary_version,flexibility_summary_timestamp
293,SEQ_CE3E634F5DAD,2,2,2,2,2,2,0.400447,0.400447,3.0265155,3.0265155,0.100652194,0.100652194,0.218576,0.218576,0,2,0,1,v1,2026-05-13T18:58:56
294,SEQ_48BFB75AA0A7,2,2,2,2,2,2,0.4367415,0.4367415,3.1,3.1,0.101372088,0.101372088,1.081936,1.081936,0,0,2,1,v1,2026-05-13T18:58:56
295,SEQ_6B6871EF4D15,2,2,2,2,2,2,0.4191945,0.4191945,8.534091,8.534091,0.3501064756,0.3501064756,0.6710529999999999,0.6710529999999999,0,2,0,2,v1,2026-05-13T18:58:56
297,SEQ_11D89D0E1E25,2,0,2,2,0,0,0.440364,0.440364,2.719697,2.719697,,,,,1,0,1,0,v1,2026-05-13T18:58:56
299,SEQ_46F5F3DAD2A6,2,2,2,2,2,2,0.4218415,0.4218415,3.1666665,3.1666665,0.0525177884999999,0.0525177884999999,1.0200085,1.0200085,0,0,2,2,v1,2026-05-13T18:58:56
300,SEQ_E149625B82FE,2,2,2,2,2,2,0.4243285,0.4243285,3.05303,3.05303,0.0503845165,0.0503845165,0.288692,0.288692,0,1,1,1,v1,2026-05-13T18:58:56
301,SEQ_B9A4884FB1B3,2,2,2,2,2,2,0.433633,0.433633,3.143939,3.143939,0.0664690795,0.0664690795,0.3059845,0.3059845,0,1,1,1,v1,2026-05-13T18:58:56
302,SEQ_05F51BAB9A7D,2,2,2,2,2,2,0.4317594999999999,0.4317594999999999,3.056818,3.056818,0.058106588,0.058106588,0.3643035,0.3643035,0,1,1,1,v1,2026-05-13T18:58:56
303,SEQ_C5B8DC8C7CB6,2,2,2,2,2,2,0.4234259999999999,0.4234259999999999,3.0,3.0,0.0777961645,0.0777961645,0.388398,0.388398,0,1,1,1,v1,2026-05-13T18:58:56
307,SEQ_A1015F7AA066,1,0,1,1,1,1,0.629835,0.629835,6.55,6.55,0.036808226,0.036808226,0.604404,0.604404,0,0,1,1,v1,2026-05-13T18:58:56
312,SEQ_AD8E250440A0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
314,SEQ_927E766F7C7A,1,0,1,1,1,1,0.60338,0.60338,4.588235,4.588235,0.17839938,0.17839938,1.2147,1.2147,0,0,1,1,v1,2026-05-13T18:58:56
317,SEQ_7EA2BB1E8DD8,2,1,2,2,2,2,0.6329125,0.6329125,6.8210525,6.8210525,0.11672660198,0.11672660198,0.8573635,0.8573635,0,0,2,2,v1,2026-05-13T18:58:56
318,SEQ_49A19427092B,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
320,SEQ_739E9342BE73,2,2,2,2,2,2,0.499668,0.499668,2.2333335,2.2333335,0.037860136,0.037860136,0.33893,0.33893,0,1,1,0,v1,2026-05-13T18:58:56
322,SEQ_6CA75DDF2797,2,2,2,2,2,2,0.438718,0.438718,8.0,8.0,0.16920636525,0.16920636525,0.886853,0.886853,0,1,1,2,v1,2026-05-13T18:58:56
323,SEQ_ED98C412D9D0,2,0,2,2,2,2,0.533933,0.533933,2.2545455,2.2545455,0.10660652835,0.10660652835,0.8905535,0.8905535,0,0,2,1,v1,2026-05-13T18:58:56
325,SEQ_9D87764F7CD2,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
329,SEQ_A7D1E7F71A02,2,2,2,2,2,2,0.469484,0.469484,3.1190480000000003,3.1190480000000003,0.077282443,0.077282443,0.269891,0.269891,0,1,1,1,v1,2026-05-13T18:58:56
330,SEQ_F82E6B99CCFE,2,0,2,2,0,0,0.435394,0.435394,3.125,3.125,,,,,1,0,1,0,v1,2026-05-13T18:58:56
392,SEQ_DFAA362614C4,2,2,2,2,2,2,0.452556,0.452556,3.2954545,3.2954545,0.1377559055,0.1377559055,1.108378,1.108378,0,0,2,2,v1,2026-05-13T18:58:56
395,SEQ_4C9AD830844C,2,2,2,2,2,2,0.435433,0.435433,3.2272730000000003,3.2272730000000003,0.0896100025,0.0896100025,0.379055,0.379055,0,1,1,1,v1,2026-05-13T18:58:56
397,SEQ_EB78B2647126,2,2,2,2,2,2,0.421719,0.421719,3.5,3.5,0.113318294,0.113318294,1.801909,1.801909,0,0,2,2,v1,2026-05-13T18:58:56
415,SEQ_D56BECAA7D2D,3,0,3,3,3,3,0.5877936666666667,0.590229,2.2619046666666667,2.285714,0.2826140806666666,0.08519588,1.0408073333333334,0.456098,0,1,2,1,v1,2026-05-13T18:58:56
416,SEQ_A4CBF72C5FAF,2,0,2,2,2,2,0.478679,0.478679,3.111111,3.111111,0.084801435,0.084801435,0.3046505,0.3046505,0,1,1,2,v1,2026-05-13T18:58:56
417,SEQ_D3ACC139F142,2,2,2,2,2,2,0.4346584999999999,0.4346584999999999,2.916667,2.916667,0.0729596971,0.0729596971,0.26373,0.26373,0,1,1,1,v1,2026-05-13T18:58:56
419,SEQ_6BA86B755318,1,0,1,1,1,1,0.315447,0.315447,3.666667,3.666667,0.20449476,0.20449476,1.248747,1.248747,0,0,1,1,v1,2026-05-13T18:58:56
424,SEQ_16DA547654AD,3,2,3,3,3,3,0.5509736666666667,0.555795,1.9148146666666663,1.833333,0.33873722,0.22259487,10.613868666666669,10.676297,0,0,3,1,v1,2026-05-13T18:58:56
428,SEQ_3B3B6CECFCB4,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
429,SEQ_B10A475713FF,3,0,3,3,3,3,0.5784533333333334,0.590154,2.192592666666666,2.0,0.0616564246666666,0.04060751,0.715828,0.396804,0,0,3,0,v1,2026-05-13T18:58:56
430,SEQ_A2FD89A945DF,3,0,3,3,3,3,0.5454613333333334,0.548657,2.169697,2.0,0.0631752043333333,0.051928848,0.6825873333333333,0.464464,0,1,2,0,v1,2026-05-13T18:58:56
432,SEQ_34FCDF4094F9,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
441,SEQ_E87A6010379C,3,2,3,3,3,3,0.696073,0.695004,6.89798,7.727273,0.1230076973333333,0.014109462,2.2923373333333337,1.843435,0,0,3,3,v1,2026-05-13T18:58:56
442,SEQ_C3E65C956950,2,1,2,2,2,2,0.6346125,0.6346125,7.875,7.875,0.012315454,0.012315454,0.2791575,0.2791575,1,1,0,2,v1,2026-05-13T18:58:56
443,SEQ_A91614A6B223,1,1,1,1,1,1,0.653711,0.653711,1.9,1.9,0.4458441,0.4458441,3.792922,3.792922,0,0,1,0,v1,2026-05-13T18:58:56
444,SEQ_2BA2EFE11032,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
448,SEQ_E2112400888A,3,0,3,3,0,0,0.4066083333333334,0.405571,3.4142856666666668,3.6,,,,,2,1,0,0,v1,2026-05-13T18:58:56
459,SEQ_81515E7778E7,1,0,1,1,1,1,0.594805,0.594805,2.166667,2.166667,0.25850877,0.25850877,2.807754,2.807754,0,0,1,0,v1,2026-05-13T18:58:56
469,SEQ_1AF93AA3C636,1,1,1,1,1,1,0.326836,0.326836,10.666667,10.666667,0.0004577944,0.0004577944,0.547729,0.547729,1,0,0,1,v1,2026-05-13T18:58:56
470,SEQ_CAE1FE538364,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
471,SEQ_C90E14056857,2,1,2,2,2,2,0.734178,0.734178,1.0,1.0,0.30670817,0.30670817,3.836104,3.836104,0,0,2,0,v1,2026-05-13T18:58:56
472,SEQ_6E40CFA19F99,1,1,1,1,1,1,0.34709,0.34709,2.4,2.4,0.08625527,0.08625527,0.336628,0.336628,0,1,0,1,v1,2026-05-13T18:58:56
473,SEQ_DE5A44671AB6,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
474,SEQ_C634CE81AEBD,2,1,2,2,2,2,0.520949,0.520949,2.8142855,2.8142855,0.062380422,0.062380422,0.5496905,0.5496905,0,0,2,1,v1,2026-05-13T18:58:56
500,SEQ_419EBE3CE5AE,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
501,SEQ_A4D4621E5EBD,2,2,2,2,2,2,0.6052525,0.6052525,2.1666665,2.1666665,0.41177919,0.41177919,0.5803895,0.5803895,0,0,2,0,v1,2026-05-13T18:58:56
502,SEQ_712B138118C1,2,2,2,2,2,2,0.61473,0.61473,2.0208335,2.0208335,0.384753785,0.384753785,2.557627,2.557627,0,0,2,0,v1,2026-05-13T18:58:56
503,SEQ_92DFDD8257AC,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
505,SEQ_7BBD157A4B78,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
506,SEQ_8D5A2505BCB6,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
507,SEQ_E20F90D2887F,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
508,SEQ_8FEC780EC11B,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
509,SEQ_3A90E79CA92E,2,2,2,2,2,2,0.601915,0.601915,1.9791665,1.9791665,0.497218905,0.497218905,1.0051095,1.0051095,0,0,2,0,v1,2026-05-13T18:58:56
513,SEQ_DDCFCF96F97C,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
514,SEQ_9C27F45246FC,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
516,SEQ_8BC0FD64C2C4,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
518,SEQ_B119E7FC52EB,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
519,SEQ_63658A06AA2E,1,1,1,1,1,1,0.419084,0.419084,2.4,2.4,0.07539233,0.07539233,0.396696,0.396696,0,0,1,1,v1,2026-05-13T18:58:56
521,SEQ_C61DD569BF45,0,0,0,0,0,0,,,,,,,,,0,0,0,0,v1,
